"year","month","Residential.Commercial","BOROUGH","Ejectment","Eviction.Legal.Possession","Latitude","Longitude","Census.Tract","dtm"
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.576739,-74.004503,336,2020-01-07
"2022","04","Residential","BRONX","Not an Ejectment","Possession",40.884517,-73.862274,396,2022-04-07
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.672316,-73.891134,1152,2020-01-06
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.644626,-73.896512,988,2022-08-09
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.884313,-73.87886,431,2020-01-30
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.619037,-73.957308,538,2020-02-07
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.657061,-73.903817,920,2020-01-22
"2022","06","Residential","QUEENS","Not an Ejectment","Possession",40.752725,-73.828919,79702,2022-06-17
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.829365,-73.877457,54,2020-01-17
"2022","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.672416,-73.915449,363,2022-03-15
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.645566,-73.946113,826,2020-01-31
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.864993,-73.924156,291,2020-01-28
"2022","02","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.639642,-74.075649,3,2022-02-04
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.678695,-73.964794,205,2020-02-13
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.608048,-73.983538,430,2022-05-06
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.83242,-73.899971,151,2020-02-20
"2020","01","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.63901,-74.164899,31902,2020-01-15
"2022","05","Residential","BRONX","Not an Ejectment","Possession",40.847809,-73.827481,26602,2022-05-20
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.663125,-73.922367,892,2020-02-19
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.851719,-73.92278,53,2020-01-23
"2020","03","Residential","MANHATTAN","Not an Ejectment","Possession",40.828673,-73.944032,23501,2020-03-03
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.641808,-73.978063,486,2020-03-11
"2022","09","Residential","QUEENS","Not an Ejectment","Possession",40.706166,-73.787448,444,2022-09-26
"2022","08","Commercial","BROOKLYN","Not an Ejectment","Possession",40.682573,-73.943098,269,2022-08-29
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.682195,-73.979798,12901,2022-08-15
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.780039,-73.948954,154,2020-01-23
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.652249,-73.957128,79602,2022-06-07
"2022","03","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.562387,-74.111617,12806,2022-03-11
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.641079,-73.954347,790,2020-01-22
"2022","08","Residential","QUEENS","Not an Ejectment","Possession",40.592942,-73.794416,964,2022-08-25
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.595251,-73.930537,628,2020-02-14
"2022","06","Residential","BRONX","Not an Ejectment","Possession",40.849549,-73.887367,371,2022-06-01
"2022","07","Residential","BRONX","Not an Ejectment","Possession",40.833321,-73.918837,197,2022-07-29
"2021","09","Residential","BROOKLYN","Not an Ejectment","Possession",40.666259,-73.900209,1134,2021-09-03
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.675884,-73.938792,311,2022-06-22
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.865947,-73.889009,40502,2020-01-08
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.844891,-73.852702,252,2020-02-18
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.672194,-73.927548,347,2020-03-13
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.576739,-74.004503,336,2020-01-07
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.691103,-73.736136,606,2020-01-17
"2020","03","Residential","QUEENS","Not an Ejectment","Eviction",40.730359,-73.814811,122702,2020-03-11
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.730933,-74.004885,67,2020-02-07
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.650624,-73.929261,862,2020-03-09
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.670476,-73.892579,1158,2020-03-13
"2021","11","Residential","QUEENS","Not an Ejectment","Possession",40.751557,-73.823995,845,2021-11-04
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.682787,-73.744941,626,2020-01-07
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.853172,-73.898664,379,2020-01-30
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.61709,-74.035958,54,2020-01-22
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.761371,-73.814317,1167,2020-02-13
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.82057,-73.809986,138,2020-01-15
"2022","01","Residential","QUEENS","Not an Ejectment","Possession",40.695413,-73.798896,254,2022-01-04
"2021","08","Residential","MANHATTAN","Not an Ejectment","Possession",40.799289,-73.967053,191,2021-08-10
"2022","05","Residential","BRONX","Not an Ejectment","Possession",40.836594,-73.912129,17702,2022-05-16
"2022","09","Residential","BROOKLYN","Not an Ejectment","Possession",40.652927,-73.944637,816,2022-09-28
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.818783,-73.936746,214,2020-02-05
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.828468,-73.870401,68,2020-02-18
"2022","07","Residential","MANHATTAN","Not an Ejectment","Possession",40.753017,-74.003227,99,2022-07-25
"2022","03","Residential","BRONX","Not an Ejectment","Possession",40.845895,-73.89852,395,2022-03-04
"2022","07","Residential","MANHATTAN","Not an Ejectment","Possession",40.838655,-73.942202,245,2022-07-27
"2020","02","Residential","MANHATTAN","Not an Ejectment","Eviction",40.780625,-73.946405,152,2020-02-06
"2022","03","Residential","QUEENS","Not an Ejectment","Possession",40.696566,-73.75917,526,2022-03-24
"2022","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.641763,-73.961632,514,2022-02-17
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.592952,-73.961437,390,2020-03-09
"2022","03","Commercial","QUEENS","Not an Ejectment","Possession",40.742211,-73.899323,247,2022-03-31
"2020","01","Commercial","MANHATTAN","Not an Ejectment","Possession",40.737852,-73.997994,81,2020-01-02
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.667854,-73.872681,1210,2020-02-18
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.871673,-73.830392,46201,2020-01-29
"2022","09","Commercial","BROOKLYN","Not an Ejectment","Possession",40.62738,-74.01298,208,2022-09-01
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.676913,-73.909019,369,2022-08-01
"2022","03","Residential","MANHATTAN","Not an Ejectment","Possession",40.77707,-73.946274,14402,2022-03-15
"2022","04","Commercial","BROOKLYN","Not an Ejectment","Possession",40.608851,-74.005294,180,2022-04-26
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.691131,-73.992218,9,2020-02-18
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.863088,-73.904708,263,2020-01-21
"2022","10","Residential","BRONX","Not an Ejectment","Possession",40.867874,-73.86574,338,2022-10-03
"2022","09","Residential","BROOKLYN","Not an Ejectment","Possession",40.608048,-73.983538,430,2022-09-27
"2022","06","Residential","MANHATTAN","Not an Ejectment","Possession",40.756699,-73.968973,98,2022-06-09
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.770741,-73.958897,126,2020-01-02
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.761405,-73.997322,129,2020-01-07
"2022","04","Residential","QUEENS","Not an Ejectment","Possession",40.746506,-73.919913,183,2022-04-14
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.695859,-73.922859,421,2022-05-06
"2022","08","Residential","MANHATTAN","Not an Ejectment","Possession",40.804287,-73.966985,199,2022-08-08
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.72389,-73.855697,71306,2020-02-24
"2022","02","Residential","BRONX","Not an Ejectment","Possession",40.852901,-73.906957,241,2022-02-04
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.868402,-73.916505,303,2020-01-15
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.901342,-73.864482,45102,2022-09-08
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.834307,-73.905201,14701,2020-02-19
"2022","09","Residential","BROOKLYN","Not an Ejectment","Possession",40.66839,-73.923226,359,2022-09-29
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.852259,-73.906426,241,2020-02-24
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.816109,-73.897748,85,2020-01-02
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.659982,-73.961596,79802,2020-01-23
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.670699,-73.869803,1208,2020-01-15
"2022","06","Residential","BRONX","Not an Ejectment","Possession",40.849068,-73.868655,230,2022-06-03
"2022","04","Residential","QUEENS","Not an Ejectment","Possession",40.765447,-73.827189,1161,2022-04-05
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.831556,-73.885973,157,2020-01-08
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.692184,-73.754389,394,2020-01-21
"2020","03","Residential","MANHATTAN","Not an Ejectment","Possession",40.795308,-73.943666,172,2020-03-10
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.876582,-73.879698,419,2020-01-06
"2020","02","Residential","MANHATTAN","Not an Ejectment","Eviction",40.772899,-73.985808,151,2020-02-10
"2021","11","Commercial","BROOKLYN","Not an Ejectment","Possession",40.686356,-73.914581,401,2021-11-12
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.767947,-73.960379,126,2020-02-11
"2022","03","Residential","BRONX","Not an Ejectment","Possession",40.872937,-73.841214,358,2022-03-24
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.850099,-73.900714,379,2020-02-25
"2020","03","Commercial","MANHATTAN","Not an Ejectment","Possession",40.725301,-74.003503,47,2020-03-02
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.847382,-73.904373,23302,2020-03-10
"2021","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.671235,-73.926338,347,2021-06-23
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.698486,-73.915593,433,2022-06-17
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.648222,-73.977383,500,2020-02-14
"2022","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.656992,-73.928999,878,2022-03-07
"2022","07","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.594904,-74.084319,70,2022-07-28
"2020","02","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.638993,-74.171244,31902,2020-02-11
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.777951,-73.980055,157,2020-01-21
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.60074,-73.761712,100802,2020-01-21
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.874352,-73.886641,413,2020-03-04
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.772312,-73.954766,134,2020-01-07
"2022","06","Residential","QUEENS","Not an Ejectment","Possession",40.698849,-73.84111,128,2022-06-09
"2022","07","Residential","MANHATTAN","Not an Ejectment","Possession",40.767918,-73.991726,135,2022-07-05
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.672675,-73.866436,1208,2020-01-07
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.660027,-73.898615,1132,2022-08-10
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.879373,-73.874294,431,2022-09-29
"2022","07","Commercial","BROOKLYN","Not an Ejectment","Possession",40.682826,-73.934401,297,2022-07-20
"2022","01","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.624243,-74.080678,29,2022-01-13
"2022","01","Residential","BRONX","Not an Ejectment","Possession",40.877548,-73.87198,42902,2022-01-05
"2022","09","Commercial","BRONX","Not an Ejectment","Possession",40.855721,-73.901021,23704,2022-09-15
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.639866,-73.954214,790,2020-03-06
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.657936,-73.999841,101,2020-01-07
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.677008,-73.922967,299,2022-06-02
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.844521,-73.909411,22703,2020-01-23
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.832271,-73.912652,175,2020-02-13
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.806023,-73.927612,19,2020-02-04
"2022","03","Commercial","QUEENS","Not an Ejectment","Possession",40.750564,-73.945718,19,2022-03-28
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.832666,-73.94349,241,2020-01-03
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.669475,-73.956836,325,2022-08-30
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.83801,-73.927461,199,2020-01-13
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.855135,-73.930208,279,2020-01-28
"2022","06","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.545617,-74.209555,20801,2022-06-02
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.90524,-73.849534,414,2020-01-07
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.576739,-74.004503,336,2020-01-07
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.827339,-73.857634,4001,2020-02-26
"2022","10","Residential","BRONX","Not an Ejectment","Possession",40.863788,-73.901468,265,2022-10-03
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.885002,-73.878848,431,2020-03-02
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.700839,-73.813165,212,2020-01-08
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.832469,-73.846948,96,2020-01-07
"2020","02","Residential","BRONX","Not an Ejectment","Eviction",40.818689,-73.847944,90,2020-02-10
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.82415,-73.917164,173,2020-01-08
"2020","01","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.643261,-74.084633,7,2020-01-17
"2020","01","Commercial","MANHATTAN","Not an Ejectment","Possession",40.755139,-73.992669,111,2020-01-21
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.761819,-73.993889,129,2020-01-07
"2022","01","Commercial","BROOKLYN","Not an Ejectment","Possession",40.643814,-74.000894,94,2022-01-04
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.659243,-73.922123,886,2020-01-06
"2022","08","Commercial","BRONX","Not an Ejectment","Possession",40.855738,-73.840265,296,2022-08-04
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.829644,-73.915188,175,2020-02-13
"2022","06","Residential","MANHATTAN","Not an Ejectment","Possession",40.783858,-73.952133,15801,2022-06-22
"2022","09","Residential","MANHATTAN","Not an Ejectment","Possession",40.720685,-73.980288,2202,2022-09-22
"2020","01","Commercial","BROOKLYN","Not an Ejectment","Possession",40.668997,-73.902822,908,2020-01-23
"2020","01","Commercial","BROOKLYN","Not an Ejectment","Possession",40.668997,-73.902822,908,2020-01-23
"2022","09","Residential","MANHATTAN","Not an Ejectment","Possession",40.844609,-73.934625,261,2022-09-27
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.787834,-73.943766,164,2020-01-28
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.677098,-73.910865,301,2022-06-08
"2022","03","Residential","QUEENS","Not an Ejectment","Possession",40.585093,-73.817925,94201,2022-03-08
"2022","05","Residential","MANHATTAN","Not an Ejectment","Possession",40.795347,-73.976037,183,2022-05-06
"2022","03","Commercial","BROOKLYN","Not an Ejectment","Possession",40.674016,-73.930635,345,2022-03-01
"2022","08","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.573086,-74.090066,11202,2022-08-12
"2020","03","Residential","QUEENS","Not an Ejectment","Possession",40.753616,-73.829516,79702,2020-03-05
"2022","05","Residential","QUEENS","Not an Ejectment","Possession",40.713492,-73.801846,448,2022-05-13
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.628918,-73.991289,240,2020-03-11
"2022","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.661742,-73.923472,884,2022-07-05
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.760138,-73.886189,327,2020-01-03
"2022","04","Residential","QUEENS","Not an Ejectment","Possession",40.709484,-73.797988,44602,2022-04-29
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.856367,-73.903008,23704,2020-01-28
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.852418,-73.899753,379,2020-02-20
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.850099,-73.900714,379,2020-03-12
"2022","04","Residential","BRONX","Not an Ejectment","Possession",40.860909,-73.89602,39902,2022-04-07
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.630409,-73.958166,764,2022-08-30
"2022","04","Residential","QUEENS","Not an Ejectment","Possession",40.738631,-73.918667,235,2022-04-12
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.696958,-73.973613,211,2022-08-25
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.742219,-73.995182,87,2020-01-21
"2022","02","Residential","BRONX","Not an Ejectment","Possession",40.864804,-73.890606,40502,2022-02-16
"2020","01","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.547068,-74.148285,13203,2020-01-09
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.823872,-73.896114,12901,2020-02-27
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.662903,-73.750914,680,2020-02-03
"2022","07","Commercial","QUEENS","Not an Ejectment","Possession",40.691872,-73.730508,622,2022-07-13
"2022","09","Residential","MANHATTAN","Not an Ejectment","Possession",40.722171,-73.991778,3601,2022-09-19
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.836088,-73.854702,222,2020-03-03
"2022","08","Residential","BRONX","Not an Ejectment","Possession",40.814622,-73.819844,132,2022-08-24
"2022","05","Residential","BRONX","Not an Ejectment","Possession",40.817841,-73.918343,67,2022-05-02
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.612984,-73.938673,640,2020-03-09
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.701655,-73.780874,414,2020-01-10
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.81705,-73.921422,65,2020-02-27
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.685408,-73.913208,401,2022-05-31
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.628472,-74.01628,132,2020-01-28
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.825657,-73.938755,236,2020-02-05
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.579628,-73.836015,938,2020-01-28
"2022","05","Commercial","BROOKLYN","Not an Ejectment","Possession",40.577241,-73.963113,36002,2022-05-09
"2022","09","Residential","BROOKLYN","Not an Ejectment","Possession",40.673,-73.930716,347,2022-09-08
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.831033,-73.912769,175,2020-02-28
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.583919,-73.937886,622,2020-02-24
"2020","01","Commercial","BRONX","Not an Ejectment","Possession",40.840355,-73.910624,225,2020-01-28
"2022","04","Residential","BROOKLYN","Not an Ejectment","Possession",40.639917,-73.945505,830,2022-04-28
"2022","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.629562,-74.015088,132,2022-01-03
"2022","09","Residential","QUEENS","Not an Ejectment","Possession",40.766623,-73.823883,1159,2022-09-09
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.764407,-73.987275,133,2020-01-13
"2022","07","Residential","MANHATTAN","Not an Ejectment","Possession",40.727697,-74.003572,37,2022-07-05
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.68675,-73.909254,411,2022-06-21
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.874929,-73.878541,423,2020-02-18
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.83621,-73.853708,222,2020-03-05
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.83621,-73.853708,222,2020-03-05
"2022","09","Residential","BROOKLYN","Not an Ejectment","Possession",40.648927,-73.955761,794,2022-09-07
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.699703,-73.950873,531,2020-02-13
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.711038,-73.814439,232,2020-01-23
"2022","03","Commercial","MANHATTAN","Not an Ejectment","Possession",40.742616,-73.986698,56,2022-03-23
"2022","09","Residential","BROOKLYN","Not an Ejectment","Possession",40.66981,-73.916559,361,2022-09-30
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.754493,-73.88992,287,2020-02-03
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.596157,-73.796502,954,2020-02-14
"2022","01","Residential","BRONX","Not an Ejectment","Possession",40.87888,-73.907444,289,2022-01-04
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.868366,-73.861491,340,2020-02-21
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.853134,-73.866746,22404,2022-09-07
"2020","03","Residential","MANHATTAN","Not an Ejectment","Possession",40.861257,-73.926684,285,2020-03-03
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.83383,-73.944356,241,2020-02-10
"2022","06","Residential","BRONX","Not an Ejectment","Possession",40.826123,-73.855483,98,2022-06-22
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.845377,-73.882108,363,2020-01-07
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.775762,-73.907797,113,2020-02-20
"2022","06","Residential","BRONX","Not an Ejectment","Possession",40.829305,-73.921346,18301,2022-06-01
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.663875,-73.895758,1126,2022-08-15
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.662468,-73.934446,880,2020-01-27
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.650837,-73.955843,822,2020-03-11
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.857365,-73.870656,33201,2022-09-07
"2022","07","Commercial","MANHATTAN","Not an Ejectment","Possession",40.80832,-73.936662,206,2022-07-11
"2022","08","Residential","BRONX","Not an Ejectment","Possession",40.866248,-73.892805,40302,2022-08-31
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.819794,-73.887883,11502,2022-09-06
"2022","09","Residential","BROOKLYN","Not an Ejectment","Possession",40.689998,-73.867822,118202,2022-09-21
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.699195,-73.908989,553,2020-02-10
"2022","08","Residential","QUEENS","Not an Ejectment","Possession",40.710025,-73.732137,580,2022-08-17
"2022","08","Residential","MANHATTAN","Not an Ejectment","Possession",40.759165,-73.990319,121,2022-08-19
"2022","03","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.593439,-74.079662,64,2022-03-04
"2022","03","Commercial","QUEENS","Not an Ejectment","Possession",40.67722,-73.790893,288,2022-03-23
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.829981,-73.854437,78,2022-09-16
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.829031,-73.8676,70,2020-03-03
"2022","03","Residential","MANHATTAN","Not an Ejectment","Possession",40.876439,-73.912854,309,2022-03-04
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.628598,-73.979977,474,2022-06-01
"2020","03","Commercial","MANHATTAN","Not an Ejectment","Possession",40.752059,-74.002862,99,2020-03-04
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.860935,-73.921518,299,2020-01-21
"2022","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.683754,-73.917367,377,2022-01-03
"2022","09","Residential","MANHATTAN","Not an Ejectment","Possession",40.850806,-73.932659,271,2022-09-06
"2020","02","Residential","QUEENS","Not an Ejectment","Eviction",40.760205,-73.937473,43,2020-02-03
"2021","12","Residential","QUEENS","Not an Ejectment","Possession",40.767476,-73.924469,73,2021-12-17
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.724915,-73.941539,591,2020-02-06
"2022","02","Commercial","BROOKLYN","Not an Ejectment","Possession",40.638164,-73.953315,788,2022-02-07
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.853974,-73.882548,393,2022-09-30
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.631964,-73.942514,776,2020-02-10
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.779641,-73.7807,99704,2020-01-02
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.833662,-73.856695,92,2020-02-18
"2022","06","Residential","BRONX","Not an Ejectment","Possession",40.822088,-73.89034,119,2022-06-08
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.686962,-73.916332,397,2022-05-25
"2022","07","Residential","BRONX","Not an Ejectment","Possession",40.807896,-73.929394,19,2022-07-25
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.677173,-73.904653,367,2020-01-15
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.819037,-73.909865,75,2020-03-03
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.668588,-73.95701,325,2020-02-07
"2022","02","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.613661,-74.105176,16901,2022-02-10
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.854778,-73.899034,381,2022-09-30
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.853281,-73.898595,379,2022-09-30
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.852801,-73.881834,393,2020-02-25
"2021","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.688643,-73.983658,37,2021-07-08
"2022","08","Residential","BRONX","Not an Ejectment","Possession",40.822698,-73.900354,12901,2022-08-02
"2022","04","Residential","BROOKLYN","Not an Ejectment","Possession",40.689461,-73.936353,279,2022-04-05
"2022","08","Residential","QUEENS","Not an Ejectment","Possession",40.751892,-73.9394,33,2022-08-15
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.670699,-73.869803,1208,2020-01-15
"2022","04","Residential","BROOKLYN","Not an Ejectment","Possession",40.686607,-73.963423,201,2022-04-14
"2020","02","Commercial","QUEENS","Not an Ejectment","Possession",40.67373,-73.79447,790,2020-02-07
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.661957,-73.944528,806,2020-01-08
"2022","06","Residential","QUEENS","Not an Ejectment","Possession",40.695025,-73.78021,434,2022-06-30
"2022","06","Residential","QUEENS","Not an Ejectment","Possession",40.680437,-73.805071,176,2022-06-22
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.595251,-73.930537,628,2020-02-14
"2022","08","Residential","BRONX","Not an Ejectment","Possession",40.830152,-73.911838,143,2022-08-16
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.848347,-73.916823,21502,2020-01-07
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.67425,-73.886974,1150,2020-01-31
"2022","04","Residential","BROOKLYN","Not an Ejectment","Possession",40.688123,-73.994984,45,2022-04-20
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.831607,-73.916129,18101,2020-01-14
