"year","month","Residential.Commercial","BOROUGH","Ejectment","Eviction.Legal.Possession","Latitude","Longitude","Census.Tract","dtm"
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.633318,-74.005974,118,2022-08-15
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.833554,-73.929996,189,2020-01-09
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.601664,-73.942133,566,2020-01-28
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.665876,-73.864625,1220,2020-01-03
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.90524,-73.849534,414,2020-01-08
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.800997,-73.955216,216,2020-01-08
"2022","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.643741,-73.951714,826,2022-07-20
"2022","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.66619,-73.877133,1120,2022-07-07
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.822088,-73.89034,119,2020-01-16
"2020","01","Commercial","BRONX","Not an Ejectment","Possession",40.843274,-73.904559,165,2020-01-21
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.671302,-73.927599,347,2020-01-30
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.644366,-73.95051,826,2022-05-31
"2020","02","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.600325,-74.062464,2002,2020-02-18
"2022","04","Residential","QUEENS","Not an Ejectment","Possession",40.684102,-73.773857,282,2022-04-25
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.671038,-73.923065,359,2020-02-21
"2022","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.713582,-73.946603,503,2022-03-31
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.858104,-73.890006,387,2022-09-15
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.848136,-73.896756,395,2020-01-03
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.670832,-73.958843,213,2020-02-03
"2020","03","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.638842,-74.17124,31902,2020-03-03
"2022","02","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.560537,-74.10904,12806,2022-02-04
"2022","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.667414,-73.860358,1220,2022-07-27
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.707197,-73.735358,582,2020-01-13
"2022","03","Residential","QUEENS","Not an Ejectment","Possession",40.761408,-73.78398,1463,2022-03-11
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.664408,-73.893966,1126,2020-03-05
"2022","04","Residential","QUEENS","Not an Ejectment","Eviction",40.6915,-73.7843,264,2022-04-27
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.685218,-73.848375,38,2020-01-31
"2022","03","Residential","QUEENS","Not an Ejectment","Possession",40.752238,-73.893277,289,2022-03-11
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.734921,-73.86245,455,2020-02-26
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.745064,-73.746627,1377,2020-02-10
"2022","02","Residential","BRONX","Not an Ejectment","Possession",40.858102,-73.909107,251,2022-02-22
"2022","06","Residential","MANHATTAN","Not an Ejectment","Possession",40.743712,-73.973309,8601,2022-06-13
"2022","07","Residential","BRONX","Not an Ejectment","Possession",40.871954,-73.869347,376,2022-07-12
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.695553,-73.97511,18501,2020-02-28
"2022","06","Residential","BRONX","Not an Ejectment","Possession",40.881852,-73.862565,390,2022-06-27
"2022","09","Residential","QUEENS","Not an Ejectment","Possession",40.704969,-73.799903,44601,2022-09-15
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.857776,-73.894586,38302,2020-01-09
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.684201,-73.959084,231,2020-02-19
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.607114,-73.762251,100801,2020-02-20
"2022","09","Residential","MANHATTAN","Not an Ejectment","Possession",40.856092,-73.92879,279,2022-09-07
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.811593,-73.938494,212,2020-02-05
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.675305,-73.890361,1152,2020-02-05
"2022","06","Commercial","BROOKLYN","Not an Ejectment","Possession",40.725988,-73.952041,561,2022-06-30
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.871668,-73.886447,413,2020-02-27
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.83087,-73.914507,175,2020-01-13
"2022","06","Residential","BRONX","Not an Ejectment","Possession",40.875131,-73.856501,368,2022-06-22
"2022","09","Residential","BROOKLYN","Not an Ejectment","Possession",40.66981,-73.916559,361,2022-09-30
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.762972,-73.82177,863,2020-01-23
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.830904,-73.893118,123,2020-01-24
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.600788,-73.946787,576,2020-02-26
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.718697,-73.977475,1002,2020-02-18
"2021","01","Commercial","BRONX","Not an Ejectment","Possession",40.841944,-73.91326,209,2021-01-11
"2022","08","Residential","QUEENS","Not an Ejectment","Possession",40.7646,-73.792843,1139,2022-08-25
"2022","08","Residential","QUEENS","Not an Ejectment","Possession",40.701759,-73.78545,440,2022-08-11
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.623305,-74.024553,142,2020-01-03
"2020","03","Residential","QUEENS","Not an Ejectment","Possession",40.702613,-73.805864,240,2020-03-13
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.6578,-73.923,882,2022-05-27
"2021","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.625562,-73.946634,742,2021-07-01
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.591794,-73.798999,954,2020-01-31
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.84103,-73.890388,367,2020-03-10
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.81894,-73.886981,11502,2020-02-25
"2021","07","Commercial","BROOKLYN","Not an Ejectment","Possession",40.674606,-73.895074,1144,2021-07-12
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.819582,-73.864219,38,2020-01-07
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.857173,-73.931323,283,2020-01-16
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.822561,-73.907183,185,2020-03-11
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.838797,-73.918133,22101,2020-02-20
"2020","01","Commercial","BROOKLYN","Not an Ejectment","Possession",40.630458,-73.921112,728,2020-01-10
"2022","08","Commercial","MANHATTAN","Not an Ejectment","Possession",40.750694,-73.971556,88,2022-08-22
"2022","07","Commercial","BROOKLYN","Not an Ejectment","Possession",40.661979,-73.88777,1122,2022-07-18
"2022","08","Residential","MANHATTAN","Not an Ejectment","Possession",40.772833,-73.946295,136,2022-08-10
"2022","01","Residential","BRONX","Not an Ejectment","Possession",40.857263,-73.897971,38301,2022-01-10
"2021","08","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.620623,-74.109884,147,2021-08-17
"2022","07","Commercial","BROOKLYN","Not an Ejectment","Possession",40.674177,-73.906528,36502,2022-07-06
"2022","09","Residential","BROOKLYN","Not an Ejectment","Possession",40.615367,-74.0009,182,2022-09-07
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.645547,-74.018583,22,2020-01-06
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.86762,-73.895843,40304,2020-01-23
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.757359,-73.987973,119,2020-02-11
"2022","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.705676,-73.945513,505,2022-03-29
"2022","08","Residential","BRONX","Not an Ejectment","Possession",40.838748,-73.915878,22102,2022-08-02
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.671074,-73.866042,1208,2022-08-18
"2022","09","Residential","BROOKLYN","Not an Ejectment","Possession",40.707238,-73.9443,505,2022-09-09
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.851941,-73.848143,296,2022-09-23
"2022","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.730036,-73.980643,34,2022-02-10
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.828468,-73.870401,68,2020-02-18
"2022","09","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.638993,-74.171244,31902,2022-09-19
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.596157,-73.796502,954,2020-02-14
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.823921,-73.922884,61,2020-03-05
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.695558,-73.924324,421,2022-08-10
"2022","01","Commercial","QUEENS","Not an Ejectment","Possession",40.753464,-73.794018,1459,2022-01-25
"2022","01","Commercial","QUEENS","Not an Ejectment","Possession",40.753464,-73.794018,1459,2022-01-25
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.820467,-73.921371,65,2020-01-28
"2022","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.670646,-73.931937,351,2022-01-10
"2021","08","Commercial","BROOKLYN","Not an Ejectment","Possession",40.691283,-73.921303,397,2021-08-12
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.652573,-73.950926,820,2020-02-07
"2022","03","Residential","QUEENS","Not an Ejectment","Possession",40.700791,-73.824573,14201,2022-03-01
"2022","06","Residential","BRONX","Not an Ejectment","Possession",40.863634,-73.821678,302,2022-06-03
"2022","08","Residential","QUEENS","Not an Ejectment","Possession",40.756551,-73.930896,51,2022-08-09
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.692261,-73.914941,415,2022-08-24
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.876118,-73.864761,374,2020-01-16
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.806023,-73.927612,19,2020-02-21
"2022","08","Residential","QUEENS","Not an Ejectment","Possession",40.691821,-73.809195,202,2022-08-19
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.799518,-73.937739,188,2020-01-07
"2022","07","Residential","BRONX","Not an Ejectment","Possession",40.830664,-73.874874,62,2022-07-29
"2021","10","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.628828,-74.074387,21,2021-10-22
"2021","10","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.628828,-74.074387,21,2021-10-22
"2020","03","Residential","QUEENS","Not an Ejectment","Possession",40.769892,-73.906524,119,2020-03-02
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.827335,-73.946609,233,2020-02-27
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.833292,-73.871527,64,2020-02-18
"2022","04","Residential","QUEENS","Not an Ejectment","Possession",40.772249,-73.908138,119,2022-04-20
"2021","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.687542,-73.967689,197,2021-07-13
"2021","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.687542,-73.967689,197,2021-07-13
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.604892,-73.762536,100802,2020-02-14
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.681782,-73.974142,12902,2020-02-10
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.72675,-73.858058,71306,2020-02-21
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.644564,-74.02001,22,2020-02-03
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.664279,-73.925001,892,2020-01-15
"2022","05","Residential","MANHATTAN","Not an Ejectment","Possession",40.866427,-73.921494,293,2022-05-09
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.662063,-73.95537,800,2020-03-09
"2022","04","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.60893,-74.083235,40,2022-04-01
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.782515,-73.775097,99703,2020-02-10
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.698188,-73.843491,26,2020-01-27
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.850466,-73.90897,23301,2020-01-14
"2022","04","Residential","BROOKLYN","Not an Ejectment","Possession",40.609152,-73.955434,552,2022-04-21
"2022","03","Residential","MANHATTAN","Not an Ejectment","Possession",40.82814,-73.936964,236,2022-03-22
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.678134,-73.943527,271,2020-03-02
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.636374,-73.907565,956,2020-01-07
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.819948,-73.945849,22102,2020-01-29
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.581732,-73.965706,366,2020-01-02
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.655385,-73.919039,888,2020-02-24
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.681782,-73.974142,12902,2020-03-02
"2020","03","Residential","QUEENS","Not an Ejectment","Possession",40.699257,-73.806271,208,2020-03-13
"2020","03","Residential","QUEENS","Not an Ejectment","Possession",40.743642,-73.958878,1,2020-03-13
"2022","02","Residential","QUEENS","Not an Ejectment","Possession",40.74911,-73.878517,279,2022-02-17
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.800288,-73.95094,186,2020-01-24
"2022","03","Residential","MANHATTAN","Not an Ejectment","Possession",40.825533,-73.93847,236,2022-03-09
"2022","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.65149,-73.953485,822,2022-02-07
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.599579,-74.003453,286,2022-06-21
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.829382,-73.890866,12101,2020-01-09
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.650624,-73.929261,862,2020-03-02
"2022","07","Residential","QUEENS","Not an Ejectment","Possession",40.756327,-73.86935,377,2022-07-20
"2022","04","Residential","QUEENS","Not an Ejectment","Possession",40.714303,-73.748955,540,2022-04-28
"2020","02","Commercial","BROOKLYN","Not an Ejectment","Possession",40.618907,-73.927717,672,2020-02-26
"2020","01","Commercial","MANHATTAN","Not an Ejectment","Possession",40.718079,-73.995022,41,2020-01-21
"2022","08","Commercial","QUEENS","Not an Ejectment","Possession",40.674866,-73.807203,818,2022-08-22
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.644392,-73.971576,492,2020-01-22
"2022","05","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.596479,-74.068233,74,2022-05-26
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.706907,-73.904679,589,2020-01-07
"2022","08","Residential","MANHATTAN","Not an Ejectment","Possession",40.743659,-73.98105,72,2022-08-17
"2020","03","Residential","QUEENS","Not an Ejectment","Possession",40.691334,-73.777896,432,2020-03-11
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.640833,-73.950185,828,2022-08-03
"2022","09","Residential","QUEENS","Not an Ejectment","Possession",40.74932,-73.88519,283,2022-09-26
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.812617,-73.887917,93,2022-09-30
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.789757,-73.945986,164,2020-01-14
"2022","06","Residential","QUEENS","Not an Ejectment","Possession",40.74379,-73.877098,467,2022-06-02
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.639881,-73.882489,1018,2020-02-05
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.671675,-73.863381,1208,2022-08-18
